employee_id,name,email,designation,age,length_of_service,is_promoted,no_of_trainings,avg_training_score
56617,David Davis,david_davis375@gmail.com,Sales & Marketing,36,8,0,10,47.0
25211,Wendy Brown,wendy_brown107@gmail.com,Sales & Marketing,28,2,0,10,50.0
56387,Grace Wood,grace_wood272@gmail.com,Sales & Marketing,29,2,0,10,49.0
60826,Tina Walker,tina_walker590@gmail.com,Sales & Marketing,35,10,0,10,44.0
50273,Tina Cooper,tina_cooper104@gmail.com,Operations,34,5,0,10,
61464,Bob Thompson,bob_thompson451@gmail.com,Sales & Marketing,34,9,0,10,50.0
54493,Uma Brown,uma_brown221@gmail.com,Procurement,30,4,0,10,70.0
71816,Grace Thompson,grace_thompson624@gmail.com,HR,33,9,0,10,53.0
72761,Liam Taylor,liam_taylor273@gmail.com,Sales & Marketing,31,7,0,10,49.0
42052,Harry Edwards,harry_edwards823@gmail.com,Procurement,34,5,0,10,69.0
73006,Victor Perez,victor_perez545@gmail.com,Technology,42,12,0,10,81.0
9976,Victor Lee,victor_lee519@gmail.com,Procurement,36,5,0,10,70.0
45906,David Wilson,david_wilson961@gmail.com,Sales & Marketing,23,2,0,10,52.0
8937,Zach White,zach_white864@gmail.com,Sales & Marketing,55,13,0,10,51.0
5898,David Brooks,david_brooks674@gmail.com,Sales & Marketing,39,9,0,10,53.0
67351,Frank Martinez,frank_martinez247@gmail.com,Sales & Marketing,30,8,0,10,48.0
39436,Olivia Johnson,olivia_johnson307@gmail.com,R&D,30,2,0,10,82.0
37352,Quincy Perez,quincy_perez909@gmail.com,Procurement,26,1,0,10,62.0
31104,Eva Green,eva_green704@gmail.com,Technology,40,3,0,10,79.0
66540,Bob Martinez,bob_martinez409@gmail.com,Sales & Marketing,60,6,0,10,52.0
22431,Victor Davis,victor_davis426@gmail.com,Operations,35,10,0,10,58.0
64990,Zach Cooper,zach_cooper859@gmail.com,Technology,40,5,0,10,83.0
77258,Eva Davis,eva_davis515@gmail.com,Sales & Marketing,43,7,0,10,47.0
15460,Alice Wilson,alice_wilson473@gmail.com,HR,28,3,0,10,50.0
24793,Paul Smith,paul_smith425@gmail.com,Finance,38,3,0,10,
15013,Liam Walker,liam_walker487@gmail.com,Procurement,45,16,0,10,68.0
42948,Victor Lee,victor_lee125@gmail.com,R&D,34,3,0,10,80.0
64921,Karen Perez,karen_perez135@gmail.com,Analytics,32,9,0,10,87.0
4293,Noah Perez,noah_perez32@gmail.com,Operations,30,5,0,10,
44316,Catherine Martinez,catherine_martinez397@gmail.com,Procurement,31,2,1,10,80.0
4111,Jack Wilson,jack_wilson239@gmail.com,Operations,29,3,0,10,56.0
24230,Harry Morgan,harry_morgan389@gmail.com,Technology,32,7,0,10,82.0
12165,Tina Phillips,tina_phillips385@gmail.com,Sales & Marketing,36,8,0,10,49.0
7087,Tina Perez,tina_perez376@gmail.com,Sales & Marketing,31,4,0,10,46.0
75866,Harry Harris,harry_harris27@gmail.com,Sales & Marketing,32,5,0,10,47.0
72128,Liam Taylor,liam_taylor845@gmail.com,Analytics,30,6,1,10,85.0
74377,Karen Thompson,karen_thompson770@gmail.com,Sales & Marketing,34,8,0,10,51.0
60485,David Evans,david_evans113@gmail.com,Sales & Marketing,27,3,0,10,49.0
63463,Yvonne Johnson,yvonne_johnson600@gmail.com,Analytics,35,5,0,10,82.0
23493,Uma Kelly,uma_kelly654@gmail.com,Operations,25,1,0,10,62.0
28117,Frank Carter,frank_carter742@gmail.com,Sales & Marketing,27,3,0,10,51.0
47383,Paul Morgan,paul_morgan344@gmail.com,Analytics,33,7,0,10,85.0
47338,Rachel Perez,rachel_perez446@gmail.com,Sales & Marketing,34,2,0,10,
64552,Wendy Walker,wendy_walker296@gmail.com,Operations,29,4,0,10,59.0
29906,Harry Taylor,harry_taylor988@gmail.com,Finance,31,3,0,10,60.0
70524,Eva Hill,eva_hill534@gmail.com,Technology,44,3,1,10,83.0
48389,Frank Lee,frank_lee543@gmail.com,Analytics,31,9,0,10,84.0
3001,Xander Wilson,xander_wilson289@gmail.com,Sales & Marketing,36,2,0,10,46.0
3683,Wendy Kelly,wendy_kelly608@gmail.com,Procurement,34,6,0,10,71.0
30756,Noah Kelly,noah_kelly965@gmail.com,Technology,28,2,0,10,81.0
43420,Noah Morgan,noah_morgan878@gmail.com,Sales & Marketing,36,2,0,10,51.0
31055,Sam Kelly,sam_kelly235@gmail.com,Procurement,33,6,0,10,70.0
38195,Alice Johnson,alice_johnson744@gmail.com,Sales & Marketing,56,24,0,10,53.0
888,Xander Cooper,xander_cooper944@gmail.com,Legal,58,3,0,10,58.0
28522,Quincy Taylor,quincy_taylor463@gmail.com,HR,34,2,0,10,46.0
55995,Uma Moore,uma_moore326@gmail.com,Procurement,31,5,0,10,72.0
77136,Liam Kelly,liam_kelly377@gmail.com,Operations,46,17,0,10,56.0
37236,Uma Morgan,uma_morgan140@gmail.com,Technology,25,3,0,10,80.0
26147,Quincy Cooper,quincy_cooper844@gmail.com,Technology,35,4,0,10,78.0
61479,Harry Wood,harry_wood610@gmail.com,Procurement,37,3,0,10,70.0
52820,Karen Johnson,karen_johnson372@gmail.com,Legal,35,4,0,10,62.0
18282,Wendy Wood,wendy_wood60@gmail.com,Sales & Marketing,26,1,1,10,55.0
4221,Liam Baker,liam_baker196@gmail.com,Sales & Marketing,33,3,1,10,53.0
61713,Catherine Thompson,catherine_thompson200@gmail.com,Sales & Marketing,39,7,0,10,48.0
13686,Harry Hill,harry_hill392@gmail.com,Sales & Marketing,35,5,0,10,47.0
23608,Noah Martinez,noah_martinez946@gmail.com,R&D,31,1,0,10,86.0
12971,Olivia Smith,olivia_smith888@gmail.com,Sales & Marketing,31,6,0,10,52.0
10916,Uma Morgan,uma_morgan414@gmail.com,Analytics,38,3,0,10,84.0
68783,Yvonne Wood,yvonne_wood859@gmail.com,Sales & Marketing,49,18,0,10,49.0
6826,Xander Hill,xander_hill999@gmail.com,Operations,32,6,1,10,60.0
40893,Quincy Wilson,quincy_wilson907@gmail.com,Operations,38,9,0,10,59.0
61029,Wendy Smith,wendy_smith420@gmail.com,Sales & Marketing,42,14,0,10,55.0
23636,Jack Morgan,jack_morgan162@gmail.com,R&D,28,3,0,10,82.0
69354,Paul Moore,paul_moore635@gmail.com,Operations,31,3,0,10,60.0
7325,Quincy Wilson,quincy_wilson286@gmail.com,Operations,44,5,0,10,59.0
13801,Victor Perez,victor_perez275@gmail.com,Procurement,56,8,0,10,69.0
31012,Liam Martinez,liam_martinez708@gmail.com,Sales & Marketing,32,5,0,10,52.0
10068,Noah Evans,noah_evans558@gmail.com,Sales & Marketing,42,4,0,10,48.0
67022,Jack Phillips,jack_phillips124@gmail.com,Sales & Marketing,31,6,0,10,50.0
62727,Noah Thompson,noah_thompson641@gmail.com,HR,52,15,0,10,
74937,Zach Wilson,zach_wilson633@gmail.com,Sales & Marketing,28,5,0,10,49.0
406,Yvonne Davis,yvonne_davis945@gmail.com,Sales & Marketing,58,6,1,10,97.0
13115,Tina Taylor,tina_taylor340@gmail.com,Analytics,56,17,0,10,91.0
54633,Harry Edwards,harry_edwards677@gmail.com,Technology,30,5,0,10,82.0
35635,Alice Green,alice_green713@gmail.com,Analytics,29,1,0,10,81.0
18152,Sam Morgan,sam_morgan910@gmail.com,Procurement,35,7,0,10,65.0
43655,Olivia Brown,olivia_brown220@gmail.com,HR,35,4,0,10,52.0
1065,Catherine Thompson,catherine_thompson257@gmail.com,Technology,38,3,0,10,77.0
50250,Olivia Brown,olivia_brown984@gmail.com,Technology,31,1,1,10,84.0
14329,Zach White,zach_white156@gmail.com,Sales & Marketing,25,2,0,10,47.0
38370,Frank Wilson,frank_wilson543@gmail.com,Procurement,30,6,0,10,69.0
58298,Harry Johnson,harry_johnson224@gmail.com,Sales & Marketing,31,6,0,10,50.0
2039,Liam Evans,liam_evans834@gmail.com,Sales & Marketing,27,2,0,10,52.0
77459,Noah Johnson,noah_johnson788@gmail.com,Operations,39,5,0,10,52.0
56421,Uma Carter,uma_carter447@gmail.com,Technology,31,6,0,10,75.0
57942,Victor Thompson,victor_thompson349@gmail.com,Operations,30,1,1,10,63.0
7189,Uma Evans,uma_evans562@gmail.com,Operations,41,10,0,10,59.0
30718,Sam Brooks,sam_brooks440@gmail.com,Analytics,31,8,0,10,86.0
14230,Harry White,harry_white648@gmail.com,Procurement,40,8,0,10,65.0
71189,Liam Edwards,liam_edwards735@gmail.com,Sales & Marketing,40,4,0,10,48.0
77237,Bob Evans,bob_evans294@gmail.com,Operations,36,7,0,10,
6728,Bob Kelly,bob_kelly127@gmail.com,Procurement,51,10,0,10,70.0
72875,Paul Brooks,paul_brooks843@gmail.com,Operations,39,4,0,10,57.0
1051,Karen Taylor,karen_taylor793@gmail.com,Sales & Marketing,25,1,0,10,49.0
40094,Bob Kelly,bob_kelly689@gmail.com,Analytics,28,3,0,10,79.0
50226,Noah Evans,noah_evans30@gmail.com,Procurement,35,9,0,10,67.0
57439,Rachel Baker,rachel_baker345@gmail.com,Sales & Marketing,32,2,0,10,
40772,David Wood,david_wood877@gmail.com,HR,29,2,0,10,52.0
38784,Bob Smith,bob_smith407@gmail.com,HR,28,3,0,10,53.0
22601,Harry Johnson,harry_johnson271@gmail.com,Sales & Marketing,27,3,1,10,44.0
67102,Catherine Baker,catherine_baker700@gmail.com,Technology,28,3,0,10,85.0
12392,David Kelly,david_kelly388@gmail.com,Procurement,36,8,0,10,73.0
71778,Liam Walker,liam_walker297@gmail.com,Analytics,50,19,0,10,86.0
76184,Sam White,sam_white320@gmail.com,Operations,33,5,0,10,57.0
44990,Eva Thompson,eva_thompson753@gmail.com,Technology,29,2,0,10,77.0
24886,Noah Thompson,noah_thompson74@gmail.com,Operations,41,7,1,10,62.0
60045,Karen Edwards,karen_edwards274@gmail.com,Technology,33,3,0,10,84.0
69963,Liam Phillips,liam_phillips891@gmail.com,Sales & Marketing,39,9,0,10,51.0
65484,Karen Smith,karen_smith159@gmail.com,Technology,27,2,0,10,77.0
51880,Noah Brooks,noah_brooks270@gmail.com,Procurement,27,4,0,10,70.0
1310,Mia Harris,mia_harris37@gmail.com,Technology,31,2,0,10,77.0
37119,Paul Wood,paul_wood52@gmail.com,HR,29,1,0,10,49.0
18659,Noah Hill,noah_hill241@gmail.com,Sales & Marketing,29,6,0,10,50.0
65437,Victor Kelly,victor_kelly964@gmail.com,Sales & Marketing,26,2,0,10,53.0
65094,Uma Taylor,uma_taylor733@gmail.com,Analytics,34,7,0,10,87.0
25764,Jack Walker,jack_walker23@gmail.com,Operations,36,4,0,10,57.0
53905,Victor Davis,victor_davis368@gmail.com,Operations,26,3,0,10,62.0
5148,Frank Morgan,frank_morgan398@gmail.com,Procurement,34,7,0,10,70.0
5709,Isabella Phillips,isabella_phillips581@gmail.com,Operations,26,2,0,10,62.0
57257,Grace Hill,grace_hill764@gmail.com,Sales & Marketing,38,2,0,10,47.0
52,Tina Cooper,tina_cooper910@gmail.com,Operations,36,4,0,10,63.0
69161,Frank Johnson,frank_johnson415@gmail.com,Technology,29,4,0,10,82.0
68217,Sam Perez,sam_perez689@gmail.com,Procurement,31,3,0,10,68.0
71707,Rachel Green,rachel_green196@gmail.com,Finance,30,12,0,10,58.0
17502,Eva Moore,eva_moore362@gmail.com,Analytics,26,2,0,10,85.0
17521,Xander Carter,xander_carter493@gmail.com,Technology,41,6,0,10,82.0
72777,Xander Green,xander_green835@gmail.com,Technology,28,2,0,10,79.0
77017,Uma Kelly,uma_kelly120@gmail.com,Operations,33,5,0,10,64.0
61213,Eva Phillips,eva_phillips551@gmail.com,Sales & Marketing,30,6,0,10,54.0
41349,Bob Taylor,bob_taylor458@gmail.com,Procurement,40,5,0,10,69.0
74533,Alice Evans,alice_evans494@gmail.com,Analytics,31,4,0,10,83.0
60193,Eva Phillips,eva_phillips400@gmail.com,R&D,46,2,0,10,86.0
75973,Wendy Moore,wendy_moore305@gmail.com,Procurement,32,8,0,10,71.0
25838,Bob Phillips,bob_phillips24@gmail.com,Technology,32,3,1,10,81.0
30737,Catherine Cooper,catherine_cooper809@gmail.com,Technology,31,8,0,10,81.0
19675,Paul Baker,paul_baker954@gmail.com,Sales & Marketing,34,9,0,10,48.0
15496,Olivia Lee,olivia_lee444@gmail.com,Sales & Marketing,34,6,0,10,50.0
62001,Liam Martinez,liam_martinez143@gmail.com,Sales & Marketing,37,3,0,10,48.0
13222,Karen Morgan,karen_morgan684@gmail.com,Sales & Marketing,27,1,0,10,51.0
18231,Quincy Kelly,quincy_kelly475@gmail.com,Technology,47,5,0,10,77.0
62341,Tina Cooper,tina_cooper356@gmail.com,Sales & Marketing,32,2,0,10,47.0
17774,Victor Perez,victor_perez701@gmail.com,Sales & Marketing,37,9,0,10,44.0
61698,Yvonne Davis,yvonne_davis212@gmail.com,Operations,37,12,0,10,62.0
39634,Bob Taylor,bob_taylor930@gmail.com,Operations,34,10,0,10,56.0
1399,Alice Green,alice_green137@gmail.com,Operations,32,6,0,10,59.0
58043,Xander Edwards,xander_edwards653@gmail.com,Analytics,38,6,0,10,83.0
58724,Wendy Wilson,wendy_wilson788@gmail.com,Operations,30,3,0,10,
30131,Sam Brooks,sam_brooks441@gmail.com,Analytics,38,5,0,10,82.0
3073,Paul Phillips,paul_phillips681@gmail.com,Sales & Marketing,45,19,0,10,52.0
55519,Harry Lee,harry_lee214@gmail.com,Technology,26,5,0,10,81.0
9711,Bob Martinez,bob_martinez777@gmail.com,Operations,36,2,0,10,57.0
24510,Paul Wilson,paul_wilson643@gmail.com,Technology,26,1,0,10,78.0
75803,David Morgan,david_morgan972@gmail.com,Sales & Marketing,49,3,0,10,46.0
76745,Noah Cooper,noah_cooper78@gmail.com,Operations,38,12,1,10,58.0
47624,Noah Walker,noah_walker620@gmail.com,Technology,32,8,0,10,80.0
66378,Victor Lee,victor_lee199@gmail.com,HR,26,1,0,10,53.0
38262,Uma Cooper,uma_cooper184@gmail.com,Operations,37,9,0,10,60.0
39207,Frank Walker,frank_walker786@gmail.com,Technology,31,6,0,10,80.0
34727,Alice Walker,alice_walker371@gmail.com,Procurement,30,8,0,10,66.0
55570,Grace Brooks,grace_brooks561@gmail.com,Sales & Marketing,25,1,0,10,51.0
52072,Catherine Lee,catherine_lee823@gmail.com,Sales & Marketing,30,4,0,10,50.0
59336,Isabella Perez,isabella_perez91@gmail.com,Sales & Marketing,40,4,0,10,46.0
58688,Isabella Cooper,isabella_cooper165@gmail.com,HR,31,9,1,10,96.0
28317,Karen Martinez,karen_martinez272@gmail.com,Procurement,51,6,0,10,75.0
10678,Harry Carter,harry_carter443@gmail.com,HR,25,2,0,10,52.0
42058,Yvonne Green,yvonne_green654@gmail.com,Operations,41,6,0,10,
61508,Frank Wilson,frank_wilson455@gmail.com,Sales & Marketing,29,5,0,10,52.0
34730,Sam Brooks,sam_brooks771@gmail.com,Operations,28,3,0,10,
27738,Grace Baker,grace_baker753@gmail.com,Operations,41,6,0,10,60.0
318,Grace Johnson,grace_johnson170@gmail.com,Operations,29,2,0,10,
31327,Olivia Brown,olivia_brown149@gmail.com,Procurement,27,1,0,10,72.0
35015,Liam Walker,liam_walker383@gmail.com,Sales & Marketing,32,7,0,10,49.0
41410,Catherine Harris,catherine_harris763@gmail.com,Operations,28,5,0,10,60.0
26158,Eva Edwards,eva_edwards184@gmail.com,Sales & Marketing,28,4,0,10,48.0
3012,Wendy Green,wendy_green160@gmail.com,Procurement,44,6,0,10,66.0
8425,Rachel Martinez,rachel_martinez189@gmail.com,Operations,57,28,0,10,
77335,Bob Johnson,bob_johnson744@gmail.com,Procurement,35,10,0,10,65.0
12359,Catherine Brooks,catherine_brooks881@gmail.com,Procurement,35,7,0,10,67.0
54529,David Brown,david_brown812@gmail.com,HR,26,4,0,10,44.0
66907,Wendy Kelly,wendy_kelly64@gmail.com,Analytics,31,4,0,10,81.0
26931,Mia Wilson,mia_wilson630@gmail.com,Sales & Marketing,33,4,0,10,47.0
72026,Liam Baker,liam_baker302@gmail.com,Operations,29,2,0,10,
11624,Karen Cooper,karen_cooper815@gmail.com,Operations,30,5,0,10,59.0
65040,Tina Hill,tina_hill232@gmail.com,Operations,27,3,0,10,
48579,Sam Harris,sam_harris732@gmail.com,Sales & Marketing,53,19,0,10,50.0
43307,David Perez,david_perez699@gmail.com,Sales & Marketing,29,1,0,10,48.0
50720,Karen Smith,karen_smith373@gmail.com,Sales & Marketing,40,9,0,10,51.0
20658,Frank Martinez,frank_martinez398@gmail.com,Technology,25,2,0,10,83.0
25553,Paul Brown,paul_brown882@gmail.com,Sales & Marketing,28,2,0,10,53.0
28694,Paul White,paul_white687@gmail.com,Sales & Marketing,38,5,0,10,52.0
42994,Sam Kelly,sam_kelly490@gmail.com,Sales & Marketing,39,4,0,10,52.0
27885,Karen Harris,karen_harris916@gmail.com,Sales & Marketing,30,2,0,10,49.0
64911,Alice Moore,alice_moore802@gmail.com,Sales & Marketing,30,5,0,10,49.0
43568,Isabella Harris,isabella_harris236@gmail.com,Operations,43,14,0,10,58.0
42179,Bob Morgan,bob_morgan362@gmail.com,Sales & Marketing,38,10,0,10,59.0
41031,Isabella Taylor,isabella_taylor534@gmail.com,Procurement,36,8,0,10,66.0
36331,Alice Johnson,alice_johnson694@gmail.com,Operations,42,7,0,10,57.0
53466,David Smith,david_smith929@gmail.com,Operations,32,7,1,10,91.0
72516,Bob Baker,bob_baker701@gmail.com,Analytics,36,9,0,10,83.0
44812,Victor Baker,victor_baker71@gmail.com,Sales & Marketing,36,3,0,10,44.0
16353,Frank Brown,frank_brown504@gmail.com,Sales & Marketing,37,8,0,10,47.0
30102,Mia Perez,mia_perez173@gmail.com,Analytics,31,4,0,10,83.0
43490,Sam Perez,sam_perez614@gmail.com,Operations,23,1,0,10,56.0
66690,Victor Thompson,victor_thompson578@gmail.com,Procurement,28,9,0,10,72.0
4158,Victor Phillips,victor_phillips640@gmail.com,Operations,32,8,0,10,60.0
50329,Mia Lee,mia_lee751@gmail.com,Sales & Marketing,49,4,0,10,50.0
57619,Olivia Moore,olivia_moore463@gmail.com,Sales & Marketing,40,5,0,10,50.0
45548,Zach Moore,zach_moore775@gmail.com,Finance,35,10,0,10,60.0
63426,Zach Perez,zach_perez233@gmail.com,Procurement,31,3,0,10,68.0
57030,Rachel Harris,rachel_harris817@gmail.com,Operations,30,6,0,10,60.0
43726,Olivia Smith,olivia_smith441@gmail.com,Operations,57,5,0,10,58.0
27214,Eva Evans,eva_evans909@gmail.com,Operations,48,12,0,10,
11828,Grace Thompson,grace_thompson851@gmail.com,Operations,41,13,0,10,62.0
74665,Rachel Johnson,rachel_johnson905@gmail.com,Sales & Marketing,37,3,0,10,50.0
23375,Alice Harris,alice_harris136@gmail.com,Operations,56,19,0,10,63.0
41841,Victor Green,victor_green399@gmail.com,HR,56,7,1,10,96.0
70810,Karen White,karen_white632@gmail.com,Sales & Marketing,37,3,0,10,49.0
54123,Olivia Smith,olivia_smith727@gmail.com,Operations,27,3,0,10,58.0
64497,Frank Perez,frank_perez712@gmail.com,Analytics,34,10,0,10,84.0
15433,Quincy Taylor,quincy_taylor597@gmail.com,Procurement,37,8,0,10,68.0
57498,Liam Harris,liam_harris718@gmail.com,Sales & Marketing,44,15,0,10,53.0
34859,Frank Wilson,frank_wilson585@gmail.com,Operations,34,9,0,10,59.0
64089,Liam Baker,liam_baker712@gmail.com,Procurement,43,4,0,10,72.0
77438,Alice Phillips,alice_phillips894@gmail.com,Technology,52,7,0,10,78.0
22325,Harry Carter,harry_carter702@gmail.com,Operations,28,3,0,10,63.0
43196,Karen Thompson,karen_thompson90@gmail.com,Sales & Marketing,34,4,0,10,
19387,Bob Johnson,bob_johnson23@gmail.com,Analytics,37,4,0,10,78.0
26684,Quincy Evans,quincy_evans411@gmail.com,Procurement,41,3,0,10,72.0
49797,Quincy Johnson,quincy_johnson197@gmail.com,Analytics,27,2,0,10,81.0
11229,Quincy Edwards,quincy_edwards255@gmail.com,Sales & Marketing,48,16,0,10,51.0
71483,Frank Harris,frank_harris18@gmail.com,Technology,30,8,0,10,83.0
25884,Jack Morgan,jack_morgan647@gmail.com,R&D,29,4,0,10,83.0
48526,Jack Morgan,jack_morgan408@gmail.com,Sales & Marketing,31,7,0,10,50.0
62838,Mia Brown,mia_brown945@gmail.com,Finance,33,4,0,10,
75232,Catherine Lee,catherine_lee526@gmail.com,Operations,48,8,0,10,62.0
28709,Uma Edwards,uma_edwards828@gmail.com,Procurement,33,2,0,10,73.0
47482,Isabella Kelly,isabella_kelly597@gmail.com,Operations,32,7,0,10,60.0
67364,Catherine Hill,catherine_hill731@gmail.com,Operations,44,4,0,10,
66182,Grace Carter,grace_carter876@gmail.com,Procurement,38,8,0,10,71.0
22186,Grace Walker,grace_walker441@gmail.com,Operations,57,31,0,10,57.0
12254,Olivia Harris,olivia_harris329@gmail.com,Analytics,33,5,0,10,85.0
58515,Zach Edwards,zach_edwards227@gmail.com,Operations,35,9,1,10,56.0
58265,David Kelly,david_kelly6@gmail.com,Analytics,49,7,0,10,89.0
73689,Karen Davis,karen_davis14@gmail.com,Finance,46,19,0,10,53.0
71501,Xander Davis,xander_davis810@gmail.com,Operations,30,7,0,10,55.0
57672,Olivia Evans,olivia_evans742@gmail.com,Analytics,28,4,0,10,86.0
72767,Catherine Davis,catherine_davis790@gmail.com,Operations,26,2,0,10,56.0
12485,Karen Phillips,karen_phillips901@gmail.com,Operations,35,7,0,10,67.0
71376,Sam Evans,sam_evans380@gmail.com,Operations,31,5,0,10,55.0
66568,Liam Davis,liam_davis638@gmail.com,Technology,27,1,0,10,77.0
45632,Bob Edwards,bob_edwards441@gmail.com,Technology,41,8,0,10,79.0
65921,Jack Carter,jack_carter687@gmail.com,Procurement,31,7,0,10,72.0
71112,Jack Kelly,jack_kelly36@gmail.com,Procurement,45,13,0,10,67.0
29337,Yvonne Hill,yvonne_hill971@gmail.com,Technology,33,9,1,10,82.0
11065,Quincy Moore,quincy_moore473@gmail.com,Procurement,27,1,1,10,70.0
69822,Grace Taylor,grace_taylor701@gmail.com,Sales & Marketing,30,4,0,10,52.0
56009,Quincy Baker,quincy_baker904@gmail.com,Technology,34,5,0,10,80.0
32814,Noah Phillips,noah_phillips944@gmail.com,Sales & Marketing,43,12,0,10,51.0
21046,Wendy Davis,wendy_davis649@gmail.com,Operations,36,9,0,10,63.0
5877,Sam Morgan,sam_morgan169@gmail.com,Technology,31,6,1,10,80.0
68330,Catherine Perez,catherine_perez261@gmail.com,Analytics,30,4,1,10,84.0
76999,Isabella Wilson,isabella_wilson865@gmail.com,Sales & Marketing,37,3,0,10,53.0
66150,Paul Martinez,paul_martinez928@gmail.com,Analytics,34,7,0,10,85.0
41041,Bob Thompson,bob_thompson785@gmail.com,Operations,48,18,0,10,56.0
40231,Mia Cooper,mia_cooper927@gmail.com,Sales & Marketing,42,7,0,10,49.0
68923,Xander Edwards,xander_edwards967@gmail.com,Sales & Marketing,40,5,1,10,99.0
18063,Victor Cooper,victor_cooper457@gmail.com,Procurement,43,7,0,10,70.0
19109,Bob Taylor,bob_taylor269@gmail.com,Sales & Marketing,37,5,0,10,52.0
54887,Wendy Morgan,wendy_morgan514@gmail.com,Procurement,36,6,0,10,71.0
39074,Victor Harris,victor_harris50@gmail.com,Procurement,55,7,0,10,69.0
27715,Xander Wood,xander_wood285@gmail.com,Finance,27,2,0,10,58.0
11604,Isabella Lee,isabella_lee337@gmail.com,Procurement,32,8,0,10,66.0
30231,Xander Martinez,xander_martinez782@gmail.com,Technology,38,8,0,10,75.0
9357,Quincy Johnson,quincy_johnson14@gmail.com,Technology,33,3,0,10,74.0
57379,Victor Cooper,victor_cooper185@gmail.com,Sales & Marketing,28,1,0,10,50.0
8814,Alice Taylor,alice_taylor404@gmail.com,Operations,29,2,0,10,60.0
34315,Alice Morgan,alice_morgan687@gmail.com,Operations,46,5,0,10,55.0
24942,Karen Brooks,karen_brooks552@gmail.com,Operations,28,1,0,10,
74858,Catherine Smith,catherine_smith799@gmail.com,Technology,42,8,0,10,79.0
32845,Eva Taylor,eva_taylor753@gmail.com,Finance,29,6,0,10,60.0
64835,Jack Wilson,jack_wilson193@gmail.com,HR,27,1,0,10,53.0
37515,Olivia White,olivia_white8@gmail.com,Analytics,31,7,1,10,88.0
75160,Quincy Brown,quincy_brown122@gmail.com,Technology,41,8,0,10,83.0
44641,Bob Smith,bob_smith759@gmail.com,Procurement,39,3,1,10,82.0
75307,Zach Carter,zach_carter992@gmail.com,Technology,30,1,0,10,78.0
74288,Grace White,grace_white15@gmail.com,Technology,53,8,0,10,81.0
59698,Liam Carter,liam_carter728@gmail.com,Procurement,31,3,0,10,68.0
75578,Eva Morgan,eva_morgan278@gmail.com,Sales & Marketing,50,2,0,10,48.0
28240,Xander Kelly,xander_kelly313@gmail.com,Operations,31,2,0,10,62.0
27584,Uma Davis,uma_davis263@gmail.com,Procurement,34,3,0,10,67.0
24492,Grace Brooks,grace_brooks970@gmail.com,Sales & Marketing,32,8,0,10,51.0
63532,Noah Thompson,noah_thompson402@gmail.com,Procurement,34,5,0,10,69.0
33060,Jack Phillips,jack_phillips671@gmail.com,Operations,41,10,0,10,62.0
65594,Yvonne Carter,yvonne_carter990@gmail.com,Sales & Marketing,30,5,0,10,47.0
70014,Zach Lee,zach_lee866@gmail.com,Procurement,33,5,0,10,69.0
8324,Liam Hill,liam_hill308@gmail.com,Procurement,29,3,0,10,69.0
70503,Frank Carter,frank_carter850@gmail.com,Sales & Marketing,42,6,1,10,54.0
46277,Sam Davis,sam_davis566@gmail.com,Sales & Marketing,41,13,0,10,48.0
28357,Victor Baker,victor_baker350@gmail.com,Operations,36,4,0,10,60.0
43297,Paul Kelly,paul_kelly855@gmail.com,Sales & Marketing,31,8,0,10,51.0
46445,Liam Cooper,liam_cooper242@gmail.com,Operations,30,4,0,10,
51278,Harry Martinez,harry_martinez612@gmail.com,Operations,32,2,0,10,59.0
7278,Olivia Wilson,olivia_wilson557@gmail.com,Sales & Marketing,30,2,0,10,46.0
1290,Sam Morgan,sam_morgan146@gmail.com,Legal,29,2,0,10,54.0
58548,Tina Brooks,tina_brooks79@gmail.com,Sales & Marketing,39,3,0,10,51.0
41296,Bob Perez,bob_perez727@gmail.com,Operations,35,6,0,10,56.0
22974,Eva Smith,eva_smith555@gmail.com,Analytics,26,1,0,10,83.0
51491,Wendy Wood,wendy_wood129@gmail.com,R&D,37,9,0,10,82.0
33705,Paul Brooks,paul_brooks287@gmail.com,Operations,33,2,0,10,
43220,Karen Wilson,karen_wilson174@gmail.com,Sales & Marketing,30,1,0,10,46.0
9952,Sam Wood,sam_wood904@gmail.com,Technology,41,8,0,10,79.0
20401,Liam Brown,liam_brown853@gmail.com,Sales & Marketing,24,1,0,10,48.0
60266,Zach White,zach_white610@gmail.com,HR,29,2,0,10,52.0
36335,Paul Smith,paul_smith765@gmail.com,Procurement,31,4,1,10,79.0
62042,Noah Edwards,noah_edwards97@gmail.com,Sales & Marketing,32,7,0,10,52.0
68621,Jack Lee,jack_lee50@gmail.com,Technology,22,2,0,10,77.0
13744,Catherine Johnson,catherine_johnson576@gmail.com,Procurement,34,5,1,10,70.0
61075,Harry Walker,harry_walker810@gmail.com,Operations,49,4,0,10,62.0
77919,Alice Phillips,alice_phillips739@gmail.com,Operations,35,4,0,10,62.0
50966,Yvonne Morgan,yvonne_morgan549@gmail.com,Operations,38,8,0,10,57.0
18478,Grace Taylor,grace_taylor721@gmail.com,Sales & Marketing,34,7,0,10,
48012,Tina Davis,tina_davis689@gmail.com,Sales & Marketing,31,6,0,10,53.0
76851,Alice Thompson,alice_thompson864@gmail.com,Analytics,44,14,0,10,83.0
47663,Wendy Lee,wendy_lee14@gmail.com,Procurement,30,4,0,10,67.0
